#Parameters = {Disk_Antenna_1_S11_target_top=-17; Disk_Antenna_1_center_frequency=2.45; Disk_Antenna_1_central_pipe_radius=2.5; Disk_Antenna_1_connector_inner_diameter=1.74; Disk_Antenna_1_connector_outer_diameter=4; Disk_Antenna_1_direction_disks_diameter_1=53.5; Disk_Antenna_1_direction_disks_diameter_2=39.5; Disk_Antenna_1_direction_disks_diameter_3=39.5; Disk_Antenna_1_direction_disks_diameter_4=39; Disk_Antenna_1_direction_disks_diameter_5=35; Disk_Antenna_1_disk_metallization_thickness=0.5; Disk_Antenna_1_frequency_range=0.15; Disk_Antenna_1_inter_direction_disks_distance_1=30; Disk_Antenna_1_inter_direction_disks_distance_2=30; Disk_Antenna_1_inter_direction_disks_distance_3=30; Disk_Antenna_1_inter_direction_disks_distance_4=30; Disk_Antenna_1_line_direction_disk_distance=11; Disk_Antenna_1_line_disk_diameter=68.3; Disk_Antenna_1_main_line_disks_distance=10; Disk_Antenna_1_main_reflector_diameter=90; Disk_Antenna_1_number_direction_disk=5; Disk_Antenna_1_nut_diameter=8; Disk_Antenna_1_nut_height=1; Disk_Antenna_1_nut_thickness=3; Disk_Antenna_1_optimisation_range=0.1; Disk_Antenna_1_port_connection_offset=24.3}
#"Frequency / GHz"	"S1,1 [Re]"	"S1,1 [Im]"	"Ref.Imp. [Re]"	"Ref.Imp. [Im]"
#-------------------------------------------------------------------------
0.50000000000000	-0.18989592350163	0.93797997738735	50.000000000000	0.00000000000000
0.50550000000000	-0.17682008792114	0.93996724021259	50.000000000000	0.00000000000000
0.51100000000000	-0.16371500538808	0.94176346476978	50.000000000000	0.00000000000000
0.51650000000000	-0.15058226052040	0.94336735501716	50.000000000000	0.00000000000000
0.52200000000000	-0.13742345093396	0.94477754790804	50.000000000000	0.00000000000000
0.52750000000000	-0.12424019155576	0.94599260975641	50.000000000000	0.00000000000000
0.53300000000000	-0.11103411930420	0.94701103257530	50.000000000000	0.00000000000000
0.53850000000000	-0.097806898164323	0.94783123039872	50.000000000000	0.00000000000000
0.54400000000000	-0.084560224688156	0.94845153560047	50.000000000000	0.00000000000000
0.54950000000000	-0.071295833952651	0.94887019522564	50.000000000000	0.00000000000000
0.55500000000000	-0.058015506009821	0.94908536735381	50.000000000000	0.00000000000000
0.56050000000000	-0.044721072866082	0.94909511751645	50.000000000000	0.00000000000000
0.56600000000000	-0.031414426030249	0.94889741519537	50.000000000000	0.00000000000000
0.57150000000000	-0.018097524672034	0.94849013043337	50.000000000000	0.00000000000000
0.57700000000000	-0.0047724044351985	0.94787103059398	50.000000000000	0.00000000000000
0.58250000000000	0.0085588130480635	0.94703777731312	50.000000000000	0.00000000000000
0.58800000000000	0.021893909892835	0.94598792369243	50.000000000000	0.00000000000000
0.59350000000000	0.035230560896633	0.94471891179205	50.000000000000	0.00000000000000
0.59900000000000	0.048566321621679	0.94322807048945	50.000000000000	0.00000000000000
0.60450000000000	0.061898615570860	0.94151261378109	50.000000000000	0.00000000000000
0.61000000000000	0.075224720403155	0.93956963961502	50.000000000000	0.00000000000000
0.61550000000000	0.088541753134564	0.93739612935517	50.000000000000	0.00000000000000
0.62100000000000	0.10184665427166	0.93498894799266	50.000000000000	0.00000000000000
0.62650000000000	0.11513617082719	0.93234484523496	50.000000000000	0.00000000000000
0.63200000000000	0.12840683817100	0.92946045762180	50.000000000000	0.00000000000000
0.63750000000000	0.14165496067557	0.92633231183598	50.000000000000	0.00000000000000
0.64300000000000	0.15487659112326	0.92295682939883	50.000000000000	0.00000000000000
0.64850000000000	0.16806750885370	0.91933033296350	50.000000000000	0.00000000000000
0.65400000000000	0.18122319664401	0.91544905444478	50.000000000000	0.00000000000000
0.65950000000000	0.19433881633335	0.91130914525153	50.000000000000	0.00000000000000
0.66500000000000	0.20740918322659	0.90690668891697	50.000000000000	0.00000000000000
0.67050000000000	0.22042873934164	0.90223771645304	50.000000000000	0.00000000000000
0.67600000000000	0.23339152560089	0.89729822478661	50.000000000000	0.00000000000000
0.68150000000000	0.24629115311183	0.89208419866824	50.000000000000	0.00000000000000
0.68700000000000	0.25912077373506	0.88659163647587	50.000000000000	0.00000000000000
0.69250000000000	0.27187305020234	0.88081658036716	50.000000000000	0.00000000000000
0.69800000000000	0.28454012612308	0.87475515126162	50.000000000000	0.00000000000000
0.70350000000000	0.29711359630759	0.86840358915713	50.000000000000	0.00000000000000
0.70900000000000	0.30958447793936	0.86175829930133	50.000000000000	0.00000000000000
0.71450000000000	0.32194318324965	0.85481590474375	50.000000000000	0.00000000000000
0.72000000000000	0.33417949448528	0.84757330578647	50.000000000000	0.00000000000000
0.72550000000000	0.34628254211639	0.84002774682391	50.000000000000	0.00000000000000
0.73100000000000	0.35824078740491	0.83217689101140	50.000000000000	0.00000000000000
0.73650000000000	0.37004201064534	0.82401890312103	50.000000000000	0.00000000000000
0.74200000000000	0.38167330659633	0.81555254082417	50.000000000000	0.00000000000000
0.74750000000000	0.39312108883967	0.80677725447540	50.000000000000	0.00000000000000
0.75300000000000	0.40437110502776	0.79769329525317	50.000000000000	0.00000000000000
0.75850000000000	0.41540846520379	0.78830183122868	50.000000000000	0.00000000000000
0.76400000000000	0.42621768558807	0.77860507057750	50.000000000000	0.00000000000000
0.76950000000000	0.43678275040596	0.76860639070824	50.000000000000	0.00000000000000
0.77500000000000	0.44708719446718	0.75831047155313	50.000000000000	0.00000000000000
0.78050000000000	0.45711420926979	0.74772343064092	50.000000000000	0.00000000000000
0.78600000000000	0.46684677536599	0.73685295685320	50.000000000000	0.00000000000000
0.79150000000000	0.47626782355790	0.72570843895663	50.000000000000	0.00000000000000
0.79700000000000	0.48536042715185	0.71430108411983	50.000000000000	0.00000000000000
0.80250000000000	0.49410802695030	0.70264402068953	50.000000000000	0.00000000000000
0.80800000000000	0.50249468986072	0.69075237855439	50.000000000000	0.00000000000000
0.81350000000000	0.51050540091383	0.67864333951953	50.000000000000	0.00000000000000
0.81900000000000	0.51812638708078	0.66633614932126	50.000000000000	0.00000000000000
0.82450000000000	0.52534546954566	0.65385208231718	50.000000000000	0.00000000000000
0.83000000000000	0.53215243903097	0.64121434959512	50.000000000000	0.00000000000000
0.83550000000000	0.53853944642616	0.62844794137122	50.000000000000	0.00000000000000
0.84100000000000	0.54450139840159	0.61557939521343	50.000000000000	0.00000000000000
0.84650000000000	0.55003634501804	0.60263648294601	50.000000000000	0.00000000000000
0.85200000000000	0.55514584372330	0.58964781116022	50.000000000000	0.00000000000000
0.85750000000000	0.55983528176745	0.57664233313341	50.000000000000	0.00000000000000
0.86300000000000	0.56411413721078	0.56364877364760	50.000000000000	0.00000000000000
0.86850000000000	0.56799615760755	0.55069497262749	50.000000000000	0.00000000000000
0.87400000000000	0.57149943539346	0.53780715852833	50.000000000000	0.00000000000000
0.87950000000000	0.57464636021921	0.52500916773922	50.000000000000	0.00000000000000
0.88500000000000	0.57746343112863	0.51232163157922	50.000000000000	0.00000000000000
0.89050000000000	0.57998091564389	0.49976115732793	50.000000000000	0.00000000000000
0.89600000000000	0.58223234842273	0.48733953368136	50.000000000000	0.00000000000000
0.90150000000000	0.58425386896795	0.47506299359628	50.000000000000	0.00000000000000
0.90700000000000	0.58608340550853	0.46293156828142	50.000000000000	0.00000000000000
0.91250000000000	0.58775972010509	0.45093856483318	50.000000000000	0.00000000000000
0.91800000000000	0.58932133762974	0.43907019659570	50.000000000000	0.00000000000000
0.92350000000000	0.59080538786686	0.42730538986172	50.000000000000	0.00000000000000
0.92900000000000	0.59224639495361	0.41561578335610	50.000000000000	0.00000000000000
0.93450000000000	0.59367505123091	0.40396592860077	50.000000000000	0.00000000000000
0.94000000000000	0.59511701300085	0.39231369044110	50.000000000000	0.00000000000000
0.94550000000000	0.59659175362675	0.38061083849334	50.000000000000	0.00000000000000
0.95100000000000	0.59811150506232	0.36880381281310	50.000000000000	0.00000000000000
0.95650000000000	0.59968031269628	0.35683464134638	50.000000000000	0.00000000000000
0.96200000000000	0.60129322097282	0.34464198319310	50.000000000000	0.00000000000000
0.96750000000000	0.60293559933999	0.33216227064866	50.000000000000	0.00000000000000
0.97300000000000	0.60458261046186	0.31933092440703	50.000000000000	0.00000000000000
0.97850000000000	0.60619881603283	0.30608361999641	50.000000000000	0.00000000000000
0.98400000000000	0.60773791057039	0.29235758907202	50.000000000000	0.00000000000000
0.98950000000000	0.60914257070095	0.27809294606988	50.000000000000	0.00000000000000
0.99500000000000	0.61034440698836	0.26323403831634	50.000000000000	0.00000000000000
1.0005000000000	0.61126400742766	0.24773082535051	50.000000000000	0.00000000000000
1.0060000000000	0.61181106634249	0.23154030032511	50.000000000000	0.00000000000000
1.0115000000000	0.61188459948904	0.21462797230748	50.000000000000	0.00000000000000
1.0170000000000	0.61137325551506	0.19696943253629	50.000000000000	0.00000000000000
1.0225000000000	0.61015574532918	0.17855202963264	50.000000000000	0.00000000000000
1.0280000000000	0.60810142412580	0.15937667781774	50.000000000000	0.00000000000000
1.0335000000000	0.60507107542242	0.13945981768747	50.000000000000	0.00000000000000
1.0390000000000	0.60091796199149	0.11883554027200	50.000000000000	0.00000000000000
1.0445000000000	0.59548922426652	0.097557871095198	50.000000000000	0.00000000000000
1.0500000000000	0.58862772156926	0.075703190794454	50.000000000000	0.00000000000000
1.0555000000000	0.58017442373861	0.053372741629414	50.000000000000	0.00000000000000
1.0610000000000	0.56997146818441	0.030695134138685	50.000000000000	0.00000000000000
1.0665000000000	0.55786599700557	0.0078287249977037	50.000000000000	0.00000000000000
1.0720000000000	0.54371487674127	-0.015036313653440	50.000000000000	0.00000000000000
1.0775000000000	0.52739037498419	-0.037676469559523	50.000000000000	0.00000000000000
1.0830000000000	0.50878681852355	-0.059834204615297	50.000000000000	0.00000000000000
1.0885000000000	0.48782818229726	-0.081218455456348	50.000000000000	0.00000000000000
1.0940000000000	0.46447645411759	-0.10150670634891	50.000000000000	0.00000000000000
1.0995000000000	0.43874048696050	-0.12034903149728	50.000000000000	0.00000000000000
1.1050000000000	0.41068489382306	-0.13737447245247	50.000000000000	0.00000000000000
1.1105000000000	0.38043837224977	-0.15220002669704	50.000000000000	0.00000000000000
